protein1,protein2,y_true,y_score
ENSP00000374409,ENSP00000426632,1,0.34833333333333333
ENSP00000309830,ENSP00000250784,1,1.0
ENSP00000306253,ENSP00000261523,1,0.61
ENSP00000367203,ENSP00000380557,0,0.37833333333333335
ENSP00000261881,ENSP00000428426,0,0.6116666666666667
ENSP00000339389,ENSP00000357565,1,0.35833333333333334
ENSP00000250263,ENSP00000437256,1,0.5533333333333333
ENSP00000263754,ENSP00000355657,1,0.99
ENSP00000324270,ENSP00000362820,0,0.20666666666666667
ENSP00000339835,ENSP00000369038,0,0.54
ENSP00000300283,ENSP00000403536,1,0.49166666666666664
ENSP00000231487,ENSP00000328004,1,0.6233333333333333
ENSP00000371870,ENSP00000430620,0,0.405
ENSP00000332790,ENSP00000373854,0,0.16333333333333333
ENSP00000266483,ENSP00000399457,1,0.5116666666666667
ENSP00000265276,ENSP00000387356,0,0.2733333333333333
ENSP00000362613,ENSP00000365861,0,0.38166666666666665
ENSP00000265838,ENSP00000296318,0,0.26166666666666666
ENSP00000260210,ENSP00000393388,1,0.7533333333333333
ENSP00000420040,ENSP00000431800,0,0.4766666666666667
ENSP00000255030,ENSP00000385675,1,0.5016666666666667
ENSP00000259457,ENSP00000348442,1,0.67
ENSP00000220966,ENSP00000360268,1,0.3616666666666667
ENSP00000361712,ENSP00000398597,0,0.41833333333333333
ENSP00000406209,ENSP00000411593,0,0.2866666666666667
ENSP00000215832,ENSP00000359719,1,0.9333333333333333
ENSP00000498074,ENSP00000343190,1,0.565
ENSP00000396673,ENSP00000454836,1,0.81
ENSP00000324404,ENSP00000367214,0,0.3883333333333333
ENSP00000362441,ENSP00000484658,1,1.0
ENSP00000348168,ENSP00000324124,1,0.825
ENSP00000308351,ENSP00000474823,1,0.645
ENSP00000357392,ENSP00000362139,1,0.4583333333333333
ENSP00000330898,ENSP00000452123,0,0.3383333333333333
ENSP00000333667,ENSP00000380070,1,0.6833333333333333
ENSP00000376808,ENSP00000496577,1,0.45166666666666666
ENSP00000463842,ENSP00000339063,1,0.9716666666666667
ENSP00000311343,ENSP00000465685,0,0.3233333333333333
ENSP00000252891,ENSP00000372042,0,0.32666666666666666
ENSP00000243578,ENSP00000363921,0,0.175
ENSP00000261708,ENSP00000411010,1,0.705
ENSP00000364649,ENSP00000355518,1,0.8216666666666667
ENSP00000256958,ENSP00000360317,1,0.46
ENSP00000393312,ENSP00000384675,1,0.7733333333333333
ENSP00000332679,ENSP00000338769,0,0.21333333333333335
ENSP00000290524,ENSP00000295082,0,0.17333333333333334
ENSP00000203001,ENSP00000346694,0,0.57
ENSP00000377536,ENSP00000348838,1,0.7083333333333334
ENSP00000216117,ENSP00000237283,0,0.40166666666666667
ENSP00000344352,ENSP00000391490,0,0.44166666666666665
ENSP00000343290,ENSP00000358294,0,0.22333333333333333
ENSP00000401303,ENSP00000414378,0,0.39
ENSP00000255764,ENSP00000421801,0,0.25833333333333336
ENSP00000355050,ENSP00000254193,1,0.83
ENSP00000416658,ENSP00000497744,1,0.5766666666666667
ENSP00000268766,ENSP00000284727,0,0.34833333333333333
ENSP00000257548,ENSP00000291295,0,0.6883333333333334
ENSP00000344572,ENSP00000400046,0,0.12833333333333333
ENSP00000475727,ENSP00000263025,1,0.825
ENSP00000170564,ENSP00000296513,0,0.355
ENSP00000359345,ENSP00000375730,1,0.9983333333333333
ENSP00000401303,ENSP00000371067,1,0.835
ENSP00000262990,ENSP00000279242,0,0.38
ENSP00000494831,ENSP00000364289,1,0.88
ENSP00000225724,ENSP00000383023,0,0.5066666666666667
ENSP00000242351,ENSP00000298231,0,0.24
ENSP00000364752,ENSP00000470262,0,0.3233333333333333
ENSP00000450864,ENSP00000349124,1,0.605
ENSP00000250863,ENSP00000260653,0,0.36333333333333334
ENSP00000288607,ENSP00000357740,0,0.14
ENSP00000215754,ENSP00000472474,1,0.23833333333333334
ENSP00000223398,ENSP00000372136,0,0.15
ENSP00000433295,ENSP00000358867,1,0.8733333333333333
ENSP00000288139,ENSP00000326031,1,0.8083333333333333
ENSP00000344208,ENSP00000295756,1,0.35333333333333333
ENSP00000385025,ENSP00000419085,0,0.2833333333333333
ENSP00000441543,ENSP00000468956,1,0.8733333333333333
ENSP00000306884,ENSP00000400533,1,0.6383333333333333
ENSP00000000412,ENSP00000284274,0,0.3433333333333333
ENSP00000351605,ENSP00000493728,0,0.29
ENSP00000433209,ENSP00000345347,1,0.37333333333333335
ENSP00000497574,ENSP00000480476,1,0.3466666666666667
ENSP00000240922,ENSP00000296145,0,0.28833333333333333
ENSP00000369424,ENSP00000251900,1,0.8383333333333334
ENSP00000383053,ENSP00000491865,0,0.06666666666666667
ENSP00000259396,ENSP00000354525,0,0.5916666666666667
ENSP00000363318,ENSP00000341208,1,0.705
ENSP00000349016,ENSP00000295030,1,0.34833333333333333
ENSP00000385216,ENSP00000478417,0,0.435
ENSP00000367991,ENSP00000413507,1,0.635
ENSP00000259254,ENSP00000411073,0,0.4766666666666667
ENSP00000241051,ENSP00000291582,0,0.295
ENSP00000374045,ENSP00000376678,0,0.38166666666666665
ENSP00000416249,ENSP00000419411,0,0.21833333333333332
ENSP00000264005,ENSP00000229266,1,0.6066666666666667
ENSP00000307004,ENSP00000488642,0,0.3933333333333333
ENSP00000259396,ENSP00000350934,0,0.24833333333333332
ENSP00000223324,ENSP00000390475,0,0.5116666666666667
ENSP00000269305,ENSP00000262160,1,0.8933333333333333
ENSP00000342276,ENSP00000358165,0,0.315
ENSP00000328181,ENSP00000338728,0,0.15
ENSP00000386616,ENSP00000429931,0,0.32
ENSP00000228825,ENSP00000262942,1,0.5483333333333333
ENSP00000340361,ENSP00000363492,1,0.4633333333333333
ENSP00000269305,ENSP00000335153,1,0.935
ENSP00000327290,ENSP00000380334,0,0.395
ENSP00000263985,ENSP00000432016,0,0.25333333333333335
ENSP00000418695,ENSP00000272317,1,0.9433333333333334
ENSP00000370839,ENSP00000262018,1,0.44
ENSP00000344411,ENSP00000357384,0,0.4866666666666667
ENSP00000377192,ENSP00000473036,0,0.3516666666666667
ENSP00000435506,ENSP00000446007,0,0.3333333333333333
ENSP00000333212,ENSP00000356438,1,0.6233333333333333
ENSP00000262640,ENSP00000356918,1,0.6216666666666667
ENSP00000446828,ENSP00000262644,1,0.7183333333333334
ENSP00000370430,ENSP00000209668,1,0.7533333333333333
ENSP00000287907,ENSP00000362300,0,0.22166666666666668
ENSP00000295448,ENSP00000383402,0,0.33166666666666667
ENSP00000368140,ENSP00000449795,0,0.21166666666666667
ENSP00000278980,ENSP00000317691,0,0.29333333333333333
ENSP00000436005,ENSP00000492441,0,0.545
ENSP00000349577,ENSP00000364490,1,0.4083333333333333
ENSP00000263025,ENSP00000366488,1,0.9366666666666666
ENSP00000293860,ENSP00000416959,0,0.38
ENSP00000219905,ENSP00000356480,1,0.7716666666666666
ENSP00000296255,ENSP00000237530,1,0.56
ENSP00000354876,ENSP00000467266,1,0.4583333333333333
ENSP00000369547,ENSP00000387228,0,0.23833333333333334
ENSP00000348489,ENSP00000433001,0,0.20333333333333334
ENSP00000419260,ENSP00000367830,1,0.7683333333333333
ENSP00000276533,ENSP00000363017,1,0.5683333333333334
ENSP00000351338,ENSP00000306844,1,0.5666666666666667
ENSP00000304802,ENSP00000373674,1,0.5483333333333333
ENSP00000324944,ENSP00000261407,1,0.8133333333333334
ENSP00000263277,ENSP00000384092,0,0.36833333333333335
ENSP00000360730,ENSP00000379111,1,0.485
ENSP00000419692,ENSP00000254066,1,0.8033333333333333
ENSP00000282572,ENSP00000497691,0,0.21333333333333335
ENSP00000291295,ENSP00000373472,0,0.415
ENSP00000295452,ENSP00000356671,0,0.335
ENSP00000318861,ENSP00000364289,1,0.635
ENSP00000252603,ENSP00000288139,0,0.33166666666666667
ENSP00000253413,ENSP00000490083,1,0.4483333333333333
ENSP00000433138,ENSP00000216274,1,0.6316666666666667
ENSP00000386616,ENSP00000463057,0,0.235
ENSP00000282276,ENSP00000344855,0,0.26666666666666666
ENSP00000385958,ENSP00000438273,0,0.495
ENSP00000351697,ENSP00000359285,0,0.22333333333333333
ENSP00000339527,ENSP00000406162,1,0.6983333333333334
ENSP00000393241,ENSP00000364320,1,0.9883333333333333
ENSP00000380762,ENSP00000265465,1,0.43833333333333335
ENSP00000250111,ENSP00000301141,0,0.5616666666666666
ENSP00000239144,ENSP00000297508,0,0.24833333333333332
ENSP00000281243,ENSP00000495811,0,0.31333333333333335
ENSP00000311436,ENSP00000343505,0,0.2783333333333333
ENSP00000009530,ENSP00000353198,0,0.5616666666666666
ENSP00000258829,ENSP00000263339,0,0.3616666666666667
ENSP00000303315,ENSP00000340505,0,0.27
ENSP00000363694,ENSP00000381070,0,0.49166666666666664
ENSP00000283875,ENSP00000392513,0,0.38166666666666665
ENSP00000297540,ENSP00000333984,0,0.5533333333333333
ENSP00000418008,ENSP00000245539,1,0.9533333333333334
ENSP00000352271,ENSP00000358742,1,0.37833333333333335
ENSP00000234256,ENSP00000356646,0,0.24166666666666667
ENSP00000265361,ENSP00000361705,0,0.285
ENSP00000394560,ENSP00000481780,1,0.775
ENSP00000337194,ENSP00000335321,1,0.88
ENSP00000262102,ENSP00000322845,0,0.34
ENSP00000360372,ENSP00000479667,0,0.4633333333333333
ENSP00000365437,ENSP00000387123,1,0.83
ENSP00000244289,ENSP00000284601,0,0.3983333333333333
ENSP00000339280,ENSP00000379619,0,0.23833333333333334
ENSP00000379181,ENSP00000209873,1,0.54
ENSP00000368516,ENSP00000495811,1,0.27166666666666667
ENSP00000288607,ENSP00000308944,0,0.3416666666666667
ENSP00000326981,ENSP00000221233,1,0.6416666666666667
ENSP00000490935,ENSP00000498853,0,0.43
ENSP00000501277,ENSP00000495360,1,0.775
ENSP00000216237,ENSP00000476117,0,0.3016666666666667
ENSP00000404251,ENSP00000435233,1,0.545
ENSP00000296102,ENSP00000360522,0,0.5
ENSP00000317159,ENSP00000483888,1,0.7383333333333333
ENSP00000293230,ENSP00000380878,0,0.31833333333333336
ENSP00000287641,ENSP00000353198,1,0.5216666666666666
ENSP00000481780,ENSP00000241014,1,0.65
ENSP00000379895,ENSP00000447001,0,0.5116666666666667
ENSP00000348461,ENSP00000472836,0,0.5466666666666666
ENSP00000370372,ENSP00000385780,0,0.44166666666666665
ENSP00000417050,ENSP00000422907,0,0.425
ENSP00000226279,ENSP00000498587,0,0.5616666666666666
ENSP00000261167,ENSP00000281589,0,0.5583333333333333
ENSP00000462667,ENSP00000307705,1,1.0
ENSP00000280551,ENSP00000325836,0,0.37833333333333335
ENSP00000362873,ENSP00000338641,1,0.6483333333333333
ENSP00000379865,ENSP00000429367,0,0.3333333333333333
ENSP00000044462,ENSP00000355325,1,0.76
ENSP00000477639,ENSP00000216410,1,0.455
ENSP00000477760,ENSP00000420294,1,0.4766666666666667
ENSP00000319231,ENSP00000354468,0,0.37166666666666665
ENSP00000229195,ENSP00000355279,1,0.5216666666666666
ENSP00000276297,ENSP00000313377,0,0.24833333333333332
ENSP00000269466,ENSP00000332591,0,0.285
ENSP00000296029,ENSP00000355249,0,0.375
ENSP00000316779,ENSP00000477213,0,0.41833333333333333
ENSP00000419803,ENSP00000280098,1,0.6316666666666667
ENSP00000380942,ENSP00000442464,0,0.19333333333333333
ENSP00000378578,ENSP00000445757,1,0.7266666666666667
ENSP00000264001,ENSP00000327025,0,0.175
ENSP00000238714,ENSP00000366974,0,0.3466666666666667
ENSP00000249442,ENSP00000318629,0,0.44666666666666666
ENSP00000323516,ENSP00000396688,0,0.225
ENSP00000436786,ENSP00000351446,1,0.855
ENSP00000256689,ENSP00000335203,0,0.23833333333333334
ENSP00000354558,ENSP00000336799,1,0.6316666666666667
ENSP00000264917,ENSP00000358886,0,0.21833333333333332
ENSP00000229264,ENSP00000265978,0,0.275
ENSP00000261721,ENSP00000352738,0,0.3616666666666667
ENSP00000298048,ENSP00000483453,0,0.5133333333333333
ENSP00000346130,ENSP00000378854,0,0.5333333333333333
ENSP00000185206,ENSP00000462647,0,0.3383333333333333
ENSP00000356438,ENSP00000264657,1,0.755
ENSP00000223073,ENSP00000246802,1,0.8933333333333333
ENSP00000264157,ENSP00000440826,0,0.44666666666666666
ENSP00000226796,ENSP00000309572,1,0.34
ENSP00000356030,ENSP00000396688,1,0.7316666666666667
ENSP00000325290,ENSP00000400894,0,0.27666666666666667
ENSP00000321971,ENSP00000420617,1,0.42
ENSP00000249299,ENSP00000360497,1,0.7033333333333334
ENSP00000252674,ENSP00000372191,0,0.28
ENSP00000379366,ENSP00000380157,0,0.365
ENSP00000360158,ENSP00000379904,0,0.23166666666666666
ENSP00000378360,ENSP00000378731,1,0.63
ENSP00000494550,ENSP00000497164,0,0.24833333333333332
ENSP00000405338,ENSP00000265970,1,0.645
ENSP00000276201,ENSP00000364448,1,0.7933333333333333
ENSP00000432511,ENSP00000370698,1,0.6716666666666666
ENSP00000463784,ENSP00000346012,1,0.995
ENSP00000369017,ENSP00000421861,0,0.2833333333333333
ENSP00000380888,ENSP00000261884,1,0.5283333333333333
ENSP00000418532,ENSP00000362525,1,0.9633333333333334
ENSP00000299178,ENSP00000357459,0,0.13
ENSP00000252711,ENSP00000317159,1,0.73
ENSP00000287706,ENSP00000354633,0,0.415
ENSP00000337332,ENSP00000441434,1,0.39
ENSP00000377814,ENSP00000219302,1,0.7
ENSP00000489597,ENSP00000277120,1,0.7033333333333334
ENSP00000354728,ENSP00000354499,1,0.8683333333333333
ENSP00000216225,ENSP00000351147,1,0.695
ENSP00000188312,ENSP00000275428,0,0.45166666666666666
ENSP00000037502,ENSP00000349204,0,0.3416666666666667
ENSP00000261313,ENSP00000355493,0,0.45
ENSP00000375095,ENSP00000439625,0,0.12333333333333334
ENSP00000485401,ENSP00000276689,1,0.905
ENSP00000305790,ENSP00000432886,1,0.5483333333333333
ENSP00000384708,ENSP00000360141,1,0.865
ENSP00000266544,ENSP00000301457,1,0.6133333333333333
ENSP00000334876,ENSP00000465734,0,0.23166666666666666
ENSP00000299821,ENSP00000440485,0,0.38166666666666665
ENSP00000360515,ENSP00000225916,1,0.76
ENSP00000367024,ENSP00000370129,0,0.42833333333333334
ENSP00000410746,ENSP00000495273,1,0.8183333333333334
ENSP00000463939,ENSP00000272233,1,0.7283333333333334
ENSP00000405202,ENSP00000433933,0,0.255
ENSP00000377192,ENSP00000495672,0,0.6166666666666667
ENSP00000482264,ENSP00000420269,1,0.7216666666666667
ENSP00000278572,ENSP00000379339,1,0.905
ENSP00000368538,ENSP00000281834,1,0.425
ENSP00000445381,ENSP00000409667,1,0.6233333333333333
ENSP00000264968,ENSP00000338487,1,0.5683333333333334
ENSP00000230053,ENSP00000332194,0,0.3516666666666667
ENSP00000401435,ENSP00000479089,0,0.21833333333333332
ENSP00000262320,ENSP00000324404,1,0.46
ENSP00000367406,ENSP00000301788,1,0.7633333333333333
ENSP00000011653,ENSP00000231487,1,0.7216666666666667
ENSP00000327453,ENSP00000363973,0,0.37833333333333335
ENSP00000355265,ENSP00000492441,0,0.4583333333333333
ENSP00000489282,ENSP00000386759,1,1.0
ENSP00000385477,ENSP00000261405,1,0.4583333333333333
ENSP00000337632,ENSP00000261600,1,0.48833333333333334
ENSP00000246117,ENSP00000366288,0,0.29333333333333333
ENSP00000353590,ENSP00000226207,1,0.975
ENSP00000441543,ENSP00000263202,1,0.9533333333333334
ENSP00000355651,ENSP00000363516,0,0.41
ENSP00000360498,ENSP00000497004,1,0.8966666666666666
ENSP00000282356,ENSP00000368727,0,0.5916666666666667
ENSP00000262460,ENSP00000272317,0,0.7616666666666667
ENSP00000265896,ENSP00000397552,0,0.4533333333333333
ENSP00000428056,ENSP00000359073,1,0.845
ENSP00000226004,ENSP00000211287,1,0.58
ENSP00000268679,ENSP00000462729,0,0.3016666666666667
ENSP00000269582,ENSP00000380070,0,0.31833333333333336
ENSP00000331242,ENSP00000375063,0,0.20833333333333334
ENSP00000285116,ENSP00000261597,1,0.6883333333333334
ENSP00000356102,ENSP00000494260,0,0.11166666666666666
ENSP00000289749,ENSP00000361915,1,0.685
ENSP00000480004,ENSP00000478561,1,0.7483333333333333
ENSP00000263285,ENSP00000300231,0,0.24
ENSP00000286364,ENSP00000352527,0,0.28
ENSP00000442047,ENSP00000372499,1,0.35833333333333334
ENSP00000260508,ENSP00000399415,1,0.4666666666666667
ENSP00000272645,ENSP00000301788,1,0.77
ENSP00000253382,ENSP00000362166,0,0.265
ENSP00000337889,ENSP00000486901,0,0.29
ENSP00000385958,ENSP00000309830,1,0.9916666666666667
ENSP00000473290,ENSP00000453801,1,0.58
ENSP00000470972,ENSP00000420311,1,0.9983333333333333
ENSP00000258198,ENSP00000271889,0,0.45
ENSP00000309334,ENSP00000318646,1,0.9816666666666667
ENSP00000388996,ENSP00000498060,0,0.3333333333333333
ENSP00000302108,ENSP00000440704,0,0.19333333333333333
ENSP00000310661,ENSP00000378699,0,0.5616666666666666
ENSP00000287490,ENSP00000429707,1,0.745
ENSP00000329915,ENSP00000359910,1,0.5433333333333333
ENSP00000013807,ENSP00000472445,1,0.61
ENSP00000345731,ENSP00000497806,1,0.8333333333333334
ENSP00000379845,ENSP00000265395,1,0.54
ENSP00000221486,ENSP00000268802,0,0.4583333333333333
ENSP00000310978,ENSP00000365107,0,0.315
ENSP00000265562,ENSP00000339186,1,0.47
ENSP00000362994,ENSP00000478249,0,0.3
ENSP00000358335,ENSP00000263025,1,0.9316666666666666
ENSP00000228641,ENSP00000388940,1,0.44166666666666665
ENSP00000478396,ENSP00000362547,1,0.4
ENSP00000333097,ENSP00000369042,0,0.23666666666666666
ENSP00000457870,ENSP00000354558,1,0.635
ENSP00000369564,ENSP00000494017,0,0.31
ENSP00000445002,ENSP00000200676,1,0.5033333333333333
ENSP00000404375,ENSP00000361076,1,0.9883333333333333
ENSP00000265085,ENSP00000480791,0,0.3516666666666667
ENSP00000488361,ENSP00000345347,1,0.44166666666666665
ENSP00000286719,ENSP00000314508,0,0.295
ENSP00000359910,ENSP00000370222,1,0.52
ENSP00000011653,ENSP00000335062,1,0.6083333333333333
ENSP00000333591,ENSP00000395294,0,0.24333333333333335
ENSP00000349931,ENSP00000403644,0,0.3
ENSP00000231487,ENSP00000368079,0,0.52
ENSP00000258704,ENSP00000303758,0,0.36666666666666664
ENSP00000262407,ENSP00000346839,1,0.6866666666666666
ENSP00000266544,ENSP00000271277,0,0.3516666666666667
ENSP00000424191,ENSP00000494360,0,0.40166666666666667
ENSP00000250113,ENSP00000294973,0,0.36833333333333335
ENSP00000225519,ENSP00000358784,1,0.3333333333333333
ENSP00000358423,ENSP00000363411,0,0.31833333333333336
ENSP00000327440,ENSP00000455114,0,0.3566666666666667
ENSP00000261769,ENSP00000270349,1,0.37833333333333335
ENSP00000326042,ENSP00000354837,1,0.7733333333333333
ENSP00000450436,ENSP00000359151,1,0.7816666666666666
ENSP00000333779,ENSP00000379808,0,0.3233333333333333
ENSP00000362131,ENSP00000265465,1,0.6683333333333333
ENSP00000297579,ENSP00000405068,1,0.78
ENSP00000379802,ENSP00000499465,1,0.5466666666666666
ENSP00000301585,ENSP00000360498,1,0.89
ENSP00000312753,ENSP00000354778,0,0.2
ENSP00000204961,ENSP00000376776,0,0.4683333333333333
ENSP00000384092,ENSP00000245457,1,0.6966666666666667
ENSP00000261383,ENSP00000311273,1,0.9116666666666666
ENSP00000349824,ENSP00000482304,0,0.14666666666666667
ENSP00000347942,ENSP00000343636,1,0.37166666666666665
ENSP00000304032,ENSP00000386096,0,0.145
ENSP00000362018,ENSP00000493712,0,0.48333333333333334
ENSP00000296370,ENSP00000427211,0,0.3016666666666667
ENSP00000443459,ENSP00000257549,1,0.49333333333333335
ENSP00000242208,ENSP00000246194,0,0.41
ENSP00000264001,ENSP00000355718,0,0.17833333333333334
ENSP00000339637,ENSP00000383692,0,0.2866666666666667
ENSP00000412130,ENSP00000306253,1,0.565
ENSP00000310405,ENSP00000378118,1,0.555
ENSP00000443216,ENSP00000228506,1,0.5566666666666666
ENSP00000341324,ENSP00000372136,0,0.18
ENSP00000306490,ENSP00000378367,0,0.32
ENSP00000283147,ENSP00000301336,0,0.22333333333333333
ENSP00000349748,ENSP00000325376,1,0.8216666666666667
ENSP00000351209,ENSP00000458570,0,0.31833333333333336
ENSP00000389326,ENSP00000226730,1,0.6366666666666667
ENSP00000318867,ENSP00000498872,0,0.23333333333333334
ENSP00000434614,ENSP00000358474,1,0.585
ENSP00000252996,ENSP00000452454,1,0.6283333333333333
ENSP00000216629,ENSP00000365198,0,0.10833333333333334
ENSP00000338864,ENSP00000484288,0,0.43666666666666665
ENSP00000243346,ENSP00000260372,0,0.525
ENSP00000381958,ENSP00000391090,0,0.6033333333333334
ENSP00000356832,ENSP00000371936,0,0.23833333333333334
ENSP00000216455,ENSP00000478771,1,0.87
ENSP00000372155,ENSP00000216802,1,0.8466666666666667
ENSP00000296702,ENSP00000370003,0,0.375
ENSP00000306625,ENSP00000359424,0,0.465
ENSP00000307411,ENSP00000329357,0,0.7283333333333334
ENSP00000441434,ENSP00000329466,1,0.4683333333333333
ENSP00000306253,ENSP00000397441,0,0.5666666666666667
ENSP00000358312,ENSP00000384296,0,0.2816666666666667
ENSP00000339917,ENSP00000375809,1,0.7566666666666667
ENSP00000352706,ENSP00000382250,1,0.8116666666666666
ENSP00000055335,ENSP00000430690,0,0.22333333333333333
ENSP00000360973,ENSP00000365280,0,0.24833333333333332
ENSP00000305255,ENSP00000360871,0,0.2683333333333333
ENSP00000358886,ENSP00000367050,0,0.43666666666666665
ENSP00000263277,ENSP00000431983,0,0.255
ENSP00000228872,ENSP00000441543,1,0.8916666666666667
ENSP00000420161,ENSP00000387498,1,0.68
ENSP00000264657,ENSP00000370343,1,0.49666666666666665
ENSP00000463379,ENSP00000496250,1,0.9133333333333333
ENSP00000266086,ENSP00000369965,0,0.205
ENSP00000352627,ENSP00000381657,1,0.9966666666666667
ENSP00000280097,ENSP00000356529,0,0.315
ENSP00000209873,ENSP00000222329,0,0.335
ENSP00000317159,ENSP00000378516,1,0.5083333333333333
ENSP00000354742,ENSP00000466834,0,0.2683333333333333
ENSP00000497305,ENSP00000233627,1,0.8183333333333334
ENSP00000225371,ENSP00000225387,0,0.35333333333333333
ENSP00000348632,ENSP00000398698,1,0.6133333333333333
ENSP00000254691,ENSP00000322570,0,0.5266666666666666
ENSP00000223215,ENSP00000324105,0,0.31833333333333336
ENSP00000253024,ENSP00000351250,1,0.5733333333333334
ENSP00000399888,ENSP00000403649,0,0.25
ENSP00000370430,ENSP00000262340,1,0.5083333333333333
ENSP00000297512,ENSP00000365694,0,0.265
ENSP00000305721,ENSP00000374443,0,0.24666666666666667
ENSP00000376808,ENSP00000348769,1,0.5083333333333333
ENSP00000363492,ENSP00000363590,0,0.42
ENSP00000231498,ENSP00000382779,1,0.7433333333333333
ENSP00000253778,ENSP00000412302,0,0.4766666666666667
ENSP00000365692,ENSP00000362608,1,0.2833333333333333
ENSP00000349931,ENSP00000378359,0,0.35
ENSP00000454786,ENSP00000352706,1,0.66
ENSP00000414398,ENSP00000501150,0,0.6383333333333333
ENSP00000275428,ENSP00000284292,0,0.3883333333333333
ENSP00000332737,ENSP00000340688,1,0.5783333333333334
ENSP00000308024,ENSP00000380557,0,0.39166666666666666
ENSP00000222139,ENSP00000432511,1,0.5
ENSP00000230050,ENSP00000463379,1,0.8283333333333334
ENSP00000318128,ENSP00000452245,0,0.26
ENSP00000405068,ENSP00000274849,1,0.7716666666666666
ENSP00000331305,ENSP00000389900,0,0.275
ENSP00000247815,ENSP00000254719,1,0.585
ENSP00000298910,ENSP00000356107,1,0.38333333333333336
ENSP00000427550,ENSP00000360944,1,0.4866666666666667
ENSP00000274849,ENSP00000384330,0,0.565
ENSP00000289013,ENSP00000362036,0,0.655
ENSP00000271332,ENSP00000465765,0,0.24833333333333332
ENSP00000264995,ENSP00000423399,1,0.9383333333333334
ENSP00000368166,ENSP00000351605,1,0.645
ENSP00000495360,ENSP00000339191,1,0.74
ENSP00000302324,ENSP00000375066,0,0.31666666666666665
ENSP00000220592,ENSP00000386520,0,0.455
ENSP00000336868,ENSP00000367034,1,1.0
ENSP00000497910,ENSP00000357150,1,0.455
ENSP00000326693,ENSP00000340644,0,0.29
ENSP00000363559,ENSP00000359345,1,0.8983333333333333
ENSP00000479617,ENSP00000483283,1,1.0
ENSP00000265343,ENSP00000368572,0,0.21666666666666667
ENSP00000384949,ENSP00000263556,1,0.58
ENSP00000248248,ENSP00000269221,1,0.26
ENSP00000479130,ENSP00000363832,1,0.765
ENSP00000302100,ENSP00000462980,0,0.25666666666666665
ENSP00000429931,ENSP00000296674,1,0.8533333333333334
ENSP00000478303,ENSP00000222567,1,0.8516666666666667
ENSP00000234111,ENSP00000480439,0,0.5466666666666666
ENSP00000420311,ENSP00000357823,1,0.9883333333333333
ENSP00000268766,ENSP00000337386,0,0.3416666666666667
ENSP00000334276,ENSP00000339495,0,0.535
ENSP00000231228,ENSP00000289753,0,0.31833333333333336
ENSP00000297151,ENSP00000415078,1,0.6666666666666666
ENSP00000294383,ENSP00000363458,0,0.33166666666666667
ENSP00000296870,ENSP00000431010,0,0.475
ENSP00000365625,ENSP00000296215,1,0.7483333333333333
ENSP00000304292,ENSP00000323867,0,0.46166666666666667
ENSP00000262375,ENSP00000474823,0,0.35333333333333333
ENSP00000404658,ENSP00000337500,1,0.66
ENSP00000250263,ENSP00000295522,0,0.25
ENSP00000263629,ENSP00000306902,1,0.8783333333333333
ENSP00000297185,ENSP00000381129,0,0.6766666666666666
ENSP00000265769,ENSP00000329312,0,0.24333333333333335
ENSP00000257414,ENSP00000260950,0,0.5033333333333333
ENSP00000380697,ENSP00000497271,1,0.455
ENSP00000380921,ENSP00000272317,1,0.8766666666666667
ENSP00000377456,ENSP00000384048,0,0.29833333333333334
ENSP00000244565,ENSP00000303192,0,0.24166666666666667
ENSP00000499501,ENSP00000258962,1,0.9716666666666667
ENSP00000259030,ENSP00000340989,0,0.305
ENSP00000359837,ENSP00000484841,1,1.0
ENSP00000259727,ENSP00000501201,0,0.305
ENSP00000346027,ENSP00000410059,1,0.8316666666666667
ENSP00000345672,ENSP00000374125,0,0.28833333333333333
ENSP00000343535,ENSP00000346986,0,0.45166666666666666
ENSP00000302297,ENSP00000430031,0,0.27166666666666667
ENSP00000296581,ENSP00000216252,1,0.8933333333333333
ENSP00000377492,ENSP00000411532,1,0.795
ENSP00000481697,ENSP00000292586,1,0.6233333333333333
ENSP00000336775,ENSP00000360525,0,0.595
ENSP00000301305,ENSP00000302599,0,0.38
ENSP00000281821,ENSP00000361423,1,0.6583333333333333
ENSP00000379601,ENSP00000207549,1,0.4533333333333333
ENSP00000358490,ENSP00000431445,1,0.49333333333333335
ENSP00000361173,ENSP00000499459,0,0.27166666666666667
ENSP00000352925,ENSP00000262518,1,0.5716666666666667
ENSP00000238721,ENSP00000407592,0,0.285
ENSP00000364589,ENSP00000252015,1,0.6516666666666666
ENSP00000250111,ENSP00000360561,0,0.39166666666666666
ENSP00000362525,ENSP00000260682,1,0.9733333333333334
ENSP00000249269,ENSP00000363512,0,0.61
ENSP00000055335,ENSP00000243501,0,0.36
ENSP00000383382,ENSP00000379287,1,0.20333333333333334
ENSP00000346437,ENSP00000374455,1,0.51
ENSP00000358092,ENSP00000435619,0,0.29
ENSP00000286614,ENSP00000405210,0,0.215
ENSP00000346725,ENSP00000259469,1,0.9733333333333334
ENSP00000367972,ENSP00000234091,1,0.43
ENSP00000351015,ENSP00000246792,1,0.6766666666666666
ENSP00000246112,ENSP00000355512,0,0.21166666666666667
ENSP00000346643,ENSP00000269848,1,0.8633333333333333
ENSP00000216271,ENSP00000323811,0,0.20833333333333334
ENSP00000278572,ENSP00000268206,1,0.87
