Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.cp.v2024.1.Hs.symbols.gmt	WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING	1/144	8.304825e-01	8.611678e-01	8.409769e-01	1.562101e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS	1/20	2.175888e-01	3.165590e-01	6.246015e+00	9.526099e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_CAMKK2_PATHWAY	1/33	3.330646e-01	4.350844e-01	3.744006e+00	4.116230e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_CANCER_PATHWAYS	2/507	9.866976e-01	9.947009e-01	3.894771e-01	5.215762e-03	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA	1/40	3.880537e-01	4.878706e-01	3.078914e+00	2.914536e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_CCL18_SIGNALING	1/52	4.720354e-01	5.534647e-01	2.359398e+00	1.771203e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_CELL_CYCLE	2/120	4.310924e-01	5.229502e-01	1.710773e+00	1.439500e+00	EP300;MCM2
c2.cp.v2024.1.Hs.symbols.gmt	WP_CILIARY_LANDSCAPE	2/215	7.407468e-01	7.840020e-01	9.428175e-01	2.829362e-01	CREBBP;MCM2
c2.cp.v2024.1.Hs.symbols.gmt	WP_CIRCADIAN_RHYTHM_GENES	5/201	9.941751e-02	1.790750e-01	2.298180e+00	5.305180e+00	EP300;KMT2A;UBA52;UBC;PRMT5
c2.cp.v2024.1.Hs.symbols.gmt	WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	3/86	8.761431e-02	1.628728e-01	3.428590e+00	8.347968e+00	CREBBP;EP300;PBRM1
c2.cp.v2024.1.Hs.symbols.gmt	WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	1/41	3.955323e-01	4.921070e-01	3.002669e+00	2.785044e+00	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_COVID19_STRUCTURAL_COVERAGE_MAP	4/26	2.578875e-04	1.351579e-03	1.653394e+01	1.366198e+02	UBB;UBA52;UBC;MACROH2A1
c2.cp.v2024.1.Hs.symbols.gmt	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	28/88	9.552383e-33	8.936101e-32	4.551524e+01	3.355771e+03	RPS4Y1;RPL26;RPL7;RPS8;RPS23;RPS2;RPL32;RPS6;RPL21;RPS15;RPL24;RPS18;RPL31;RPL17;RPL34;RPS24;RPL36;RPS17;FAU;RPL15;RPL3L;RPL27;RPL35A;RPL8;RPL7A;RPL35;UBA52;RPL29
c2.cp.v2024.1.Hs.symbols.gmt	WP_CYTOSINE_METHYLATION	1/8	9.344781e-02	1.704394e-01	1.625405e+01	3.852783e+01	DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_DNA_DAMAGE_RESPONSE	1/69	5.717599e-01	6.410195e-01	1.771618e+00	9.903985e-01	H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	4/81	1.712208e-02	4.305263e-02	4.780645e+00	1.944473e+01	MCM2;TP53BP1;H2AX;BARD1
c2.cp.v2024.1.Hs.symbols.gmt	WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	2/55	1.445741e-01	2.386706e-01	3.807635e+00	7.363826e+00	TP53BP1;H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	1/120	7.718351e-01	8.080584e-01	1.011685e+00	2.620107e-01	H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_DNA_REPLICATION	3/42	1.440847e-02	3.741901e-02	7.271479e+00	3.083063e+01	UBA52;UBC;MCM2
c2.cp.v2024.1.Hs.symbols.gmt	WP_DUAL_HIJACK_MODEL_OF_VIF_IN_HIV_INFECTION	1/8	9.344781e-02	1.704394e-01	1.625405e+01	3.852783e+01	UBB
c2.cp.v2024.1.Hs.symbols.gmt	WP_EBOLA_VIRUS_INFECTION_IN_HOST	3/129	2.081890e-01	3.080347e-01	2.255908e+00	3.540217e+00	ACTB;CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_ECTODERM_DIFFERENTIATION	3/142	2.499616e-01	3.559005e-01	2.043697e+00	2.833480e+00	PHF8;TRIM33;H2BC9
c2.cp.v2024.1.Hs.symbols.gmt	WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_PROGERIA	18/37	1.991085e-25	1.618920e-24	8.579393e+01	4.879611e+03	H3C15;H3C10;H3C6;H3C4;CBX3;H3C13;H3C3;H3C12;H3C8;H3C14;H3C1;CHD4;CBX1;CBX5;H3-3B;H3C11;H3C2;H3C7
c2.cp.v2024.1.Hs.symbols.gmt	WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	1/84	6.440646e-01	6.986736e-01	1.451745e+00	6.387044e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_ENDODERM_DIFFERENTIATION	3/143	2.532302e-01	3.585284e-01	2.029000e+00	2.786743e+00	KDM4A;DNMT3B;BPTF
c2.cp.v2024.1.Hs.symbols.gmt	WP_ENERGY_METABOLISM	1/48	4.453991e-01	5.330085e-01	2.558843e+00	2.069553e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	2/31	5.450426e-02	1.137139e-01	6.917661e+00	2.012677e+01	KAT2B;EHMT2
c2.cp.v2024.1.Hs.symbols.gmt	WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	2/48	1.158697e-01	1.992226e-01	4.383101e+00	9.446850e+00	CBX3;H2BC15
c2.cp.v2024.1.Hs.symbols.gmt	WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	2/44	1.002177e-01	1.797720e-01	4.797050e+00	1.103518e+01	ACTB;DAXX
c2.cp.v2024.1.Hs.symbols.gmt	WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA	18/33	1.218021e-26	9.996963e-26	1.079662e+02	6.442343e+03	H2AB3;H3C15;H3C10;H2AX;H3C6;H3C4;H2AZ2;H3C13;MACROH2A1;H3C12;H3C8;H3C14;H3C1;H2AB2;H2AZ1;H3-3B;H3C11;H3C7
c2.cp.v2024.1.Hs.symbols.gmt	WP_FOCAL_ADHESION	1/199	9.143669e-01	9.347365e-01	6.054644e-01	5.420322e-02	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING	1/302	9.763431e-01	9.876959e-01	3.955448e-01	9.469837e-03	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING	2/27	4.245421e-02	9.210763e-02	8.005154e+00	2.529092e+01	H3-4;RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_G1_TO_S_CELL_CYCLE_CONTROL	1/64	5.445512e-01	6.184850e-01	1.911825e+00	1.161995e+00	MCM2
c2.cp.v2024.1.Hs.symbols.gmt	WP_GASTRIC_CANCER_NETWORK_1	1/28	2.908058e-01	3.971758e-01	4.426372e+00	5.467011e+00	H4C16
c2.cp.v2024.1.Hs.symbols.gmt	WP_GASTRIC_CANCER_NETWORK_2	1/32	3.248180e-01	4.288189e-01	3.863149e+00	4.344073e+00	ATAD2
c2.cp.v2024.1.Hs.symbols.gmt	WP_GASTRIN_SIGNALING	1/115	7.572819e-01	7.966569e-01	1.056257e+00	2.936603e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_GLIOBLASTOMA_SIGNALING	1/83	6.396468e-01	6.947475e-01	1.469451e+00	6.566083e-01	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_H19_RBE2F1_AND_CDKBETACATENIN_IN_COLORECTAL_CANCER	1/16	1.782105e-01	2.739278e-01	7.860215e+00	1.355722e+01	MACROH2A1
c2.cp.v2024.1.Hs.symbols.gmt	WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM	1/113	7.512055e-01	7.912213e-01	1.075195e+00	3.075876e-01	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	1/74	5.973524e-01	6.611916e-01	1.650487e+00	8.504104e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	6/21	1.395341e-07	9.338052e-07	3.511545e+01	5.542959e+02	EP300;DNMT3B;CREBBP;SMARCA4;DNMT3A;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_HEPATITIS_B_INFECTION	2/151	5.518081e-01	6.242823e-01	1.352898e+00	8.043723e-01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY	1/20	2.175888e-01	3.165590e-01	6.246015e+00	9.526099e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_HISTONE_MODIFICATIONS	28/65	3.223710e-37	3.338843e-36	7.355656e+01	6.180598e+03	H4C5;H3C14;DOT1L;KMT5A;H4C11;H3C6;KMT2A;H3C13;H3C1;EHMT2;H3-3B;H4C2;H4C13;SETDB1;H4C16;H4C6;H4C12;H3C11;H3C7;H4C3;H3C15;H3C10;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4
c2.cp.v2024.1.Hs.symbols.gmt	WP_IL11_SIGNALING	1/44	4.174273e-01	5.114955e-01	2.794967e+00	2.441809e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_IL2_SIGNALING	1/42	4.029201e-01	4.972205e-01	2.930099e+00	2.663510e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_IL4_SIGNALING	1/54	4.848727e-01	5.624524e-01	2.270860e+00	1.643804e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_IL5_SIGNALING	1/40	3.880537e-01	4.878706e-01	3.078914e+00	2.914536e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_IL6_SIGNALING	1/43	4.102180e-01	5.047945e-01	2.860943e+00	2.549291e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR	2/32	5.768448e-02	1.190416e-01	6.690357e+00	1.908603e+01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_INSULIN_SIGNALING_IN_ADIPOCYTES_DIABETIC_CONDITION	1/8	9.344781e-02	1.704394e-01	1.625405e+01	3.852783e+01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_INSULIN_SIGNALING_IN_ADIPOCYTES_NORMAL_CONDITION	1/8	9.344781e-02	1.704394e-01	1.625405e+01	3.852783e+01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_INTEGRATED_CANCER_PATHWAY	1/48	4.453991e-01	5.330085e-01	2.558843e+00	2.069553e+00	BARD1
c2.cp.v2024.1.Hs.symbols.gmt	WP_INTERFERON_TYPE_I_SIGNALING	1/54	4.848727e-01	5.624524e-01	2.270860e+00	1.643804e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_KIT_RECEPTOR_SIGNALING	2/59	1.615780e-01	2.565198e-01	3.541705e+00	6.455704e+00	RPS6;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_KLEEFSTRA_SYNDROME	4/29	3.982100e-04	1.968425e-03	1.458554e+01	1.141833e+02	WDR5;H3-3B;RBBP5;SMARCA4
c2.cp.v2024.1.Hs.symbols.gmt	WP_LEPTIN_SIGNALING	1/76	6.071584e-01	6.677974e-01	1.606527e+00	8.016018e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING	1/108	7.353450e-01	7.792328e-01	1.125623e+00	3.460341e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_MALE_INFERTILITY	4/145	1.012131e-01	1.808119e-01	2.605926e+00	5.968945e+00	CREBBP;H3-4;H4C1;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	1/25	2.641838e-01	3.689244e-01	4.969480e+00	6.614925e+00	CBX2
c2.cp.v2024.1.Hs.symbols.gmt	WP_MAPK_SIGNALING	1/246	9.523303e-01	9.656496e-01	4.878259e-01	2.382704e-02	DAXX
c2.cp.v2024.1.Hs.symbols.gmt	WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS	1/47	4.385339e-01	5.276964e-01	2.614066e+00	2.154822e+00	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	1/73	5.923585e-01	6.581762e-01	1.673377e+00	8.762524e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_MESODERMAL_COMMITMENT_PATHWAY	1/153	8.483762e-01	8.764371e-01	7.908138e-01	1.300344e-01	DNMT3B
c2.cp.v2024.1.Hs.symbols.gmt	WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE	1/68	5.664507e-01	6.373479e-01	1.797998e+00	1.021920e+00	H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	1/98	7.005466e-01	7.487415e-01	1.241996e+00	4.420193e-01	H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING	1/49	4.521808e-01	5.374280e-01	2.505898e+00	1.988864e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_MTHFR_DEFICIENCY	4/24	1.868124e-04	1.011102e-03	1.814970e+01	1.558225e+02	DNMT3B;DNMT3A;EHMT2;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	1/156	8.539132e-01	8.781377e-01	7.753831e-01	1.224530e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_NAD_BIOSYNTHETIC_PATHWAYS	1/22	2.365687e-01	3.390689e-01	5.664153e+00	8.164969e+00	SIRT5
c2.cp.v2024.1.Hs.symbols.gmt	WP_NAD_METABOLISM	1/16	1.782105e-01	2.739278e-01	7.860215e+00	1.355722e+01	SIRT5
c2.cp.v2024.1.Hs.symbols.gmt	WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE	1/23	2.458864e-01	3.506904e-01	5.412012e+00	7.592435e+00	SIRT5
c2.cp.v2024.1.Hs.symbols.gmt	WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING	2/218	7.476739e-01	7.889169e-01	9.295438e-01	2.703006e-01	ACTB;RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_NF1_COPY_NUMBER_VARIATION_SYNDROME	28/109	8.669399e-30	7.542378e-29	3.373475e+01	2.257453e+03	H4C5;H3C14;PRMT5;DNMT1;H4C11;H3C6;H3C13;H3C3;H3C1;H4C2;H3C2;H4C13;H4C16;H4C15;H4C6;H4C12;H4C14;H3C11;H3C7;H4C3;H3C15;H3C10;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4
c2.cp.v2024.1.Hs.symbols.gmt	WP_NIPBL_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	2/8	3.938263e-03	1.307744e-02	3.144899e+01	1.741335e+02	CBX3;H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS	1/13	1.473897e-01	2.394843e-01	9.748829e+00	1.866584e+01	PRMT5
c2.cp.v2024.1.Hs.symbols.gmt	WP_NOTCH_SIGNALING_WP268	2/45	1.040723e-01	1.846637e-01	4.686426e+00	1.060383e+01	CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	WP_NOTCH_SIGNALING_WP61	1/61	5.274082e-01	6.021590e-01	2.007073e+00	1.284086e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_NUCLEAR_RECEPTORS_METAPATHWAY	2/314	8.989553e-01	9.222773e-01	6.393474e-01	6.810452e-02	KAT2B;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	15/75	1.243461e-14	9.090852e-14	2.264373e+01	7.250137e+02	H4C3;H4C11;H4C16;H4C5;H2AC6;H4C15;H4C6;H4C1;H4C9;H4C12;H4C14;H4C4;H3-3B;H4C2;H4C13
c2.cp.v2024.1.Hs.symbols.gmt	WP_ONCOSTATIN_M_SIGNALING	1/65	5.501270e-01	6.240033e-01	1.882045e+00	1.124721e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_ONECARBON_METABOLISM	3/29	5.145484e-03	1.645798e-02	1.084906e+01	5.717058e+01	DNMT3B;DNMT3A;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_OPIOID_RECEPTOR_PATHWAYS	1/41	3.955323e-01	4.921070e-01	3.002669e+00	2.785044e+00	DNMT3A
c2.cp.v2024.1.Hs.symbols.gmt	WP_OREXIN_RECEPTOR_PATHWAY	1/200	9.154257e-01	9.347365e-01	6.023843e-01	5.323032e-02	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES	3/57	3.219394e-02	7.256147e-02	5.264298e+00	1.808801e+01	ACTB;CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	WP_P38_MAPK_SIGNALING	1/35	3.492586e-01	4.508234e-01	3.526439e+00	3.709613e+00	DAXX
c2.cp.v2024.1.Hs.symbols.gmt	WP_PARKINSONS_DISEASE_PATHWAY	1/71	5.821854e-01	6.493606e-01	1.721104e+00	9.310593e-01	UBB
c2.cp.v2024.1.Hs.symbols.gmt	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1/55	4.911746e-01	5.667399e-01	2.229027e+00	1.584739e+00	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_PATHOPHYSIOLOGICAL_ROLES_OF_DUX4_IN_FSHD1	2/18	1.986971e-02	4.842197e-02	1.237984e+01	4.851114e+01	EP300;H3Y1
c2.cp.v2024.1.Hs.symbols.gmt	WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	6/65	1.363917e-04	7.888159e-04	9.117959e+00	8.114965e+01	EP300;H1-4;CREBBP;ATRX;UHRF1;H2AC16
c2.cp.v2024.1.Hs.symbols.gmt	WP_PERTURBATIONS_TO_HOSTCELL_AUTOPHAGY_INDUCED_BY_SARSCOV2_PROTEINS	1/44	4.174273e-01	5.114955e-01	2.794967e+00	2.441809e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_PGK1_PKM2_KHKCKHKA_ACTING_AS_PROTEIN_KINASES	2/15	1.396520e-02	3.648567e-02	1.513427e+01	6.464130e+01	H3-3B;H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_PI3KAKT_SIGNALING	1/339	9.851334e-01	9.942762e-01	3.513247e-01	5.262210e-03	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_PLEURAL_MESOTHELIOMA	6/439	4.464226e-01	5.334996e-01	1.216761e+00	9.813047e-01	WDR5;SETDB1;BARD1;ACTB;RPS6;UHRF1
c2.cp.v2024.1.Hs.symbols.gmt	WP_PREIMPLANTATION_EMBRYO	1/59	5.156247e-01	5.910323e-01	2.075999e+00	1.375092e+00	SMARCA4
c2.cp.v2024.1.Hs.symbols.gmt	WP_PRIMARY_OVARIAN_INSUFFICIENCY	2/174	6.291227e-01	6.867462e-01	1.170498e+00	5.424426e-01	CBX2;AIRE
c2.cp.v2024.1.Hs.symbols.gmt	WP_PRION_DISEASE_PATHWAY	1/32	3.248180e-01	4.288189e-01	3.863149e+00	4.344073e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_PROLACTIN_SIGNALING	1/76	6.071584e-01	6.677974e-01	1.606527e+00	8.016018e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_PROTEASOME_DEGRADATION	5/62	9.347693e-04	3.909853e-03	7.935599e+00	5.535247e+01	H2AX;H2AC4;UBB;UBC;H2AZ1
c2.cp.v2024.1.Hs.symbols.gmt	WP_PTF1A_RELATED_REGULATORY_PATHWAY	1/11	1.262068e-01	2.144530e-01	1.160746e+01	2.402552e+01	KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	WP_REGULATION_OF_ACTIN_CYTOSKELETON	1/150	8.426307e-01	8.727247e-01	8.068637e-01	1.381564e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_REGULATORY_CIRCUITS_OF_STAT3_SIGNALING	1/78	6.167269e-01	6.755166e-01	1.564836e+00	7.563304e-01	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_RETINOBLASTOMA_GENE_IN_CANCER	3/90	9.719219e-02	1.754299e-01	3.270881e+00	7.624637e+00	DNMT1;H2AZ1;BARD1
c2.cp.v2024.1.Hs.symbols.gmt	WP_RETT_SYNDROME	2/48	1.158697e-01	1.992226e-01	4.383101e+00	9.446850e+00	CHD4;SMARCA4
c2.cp.v2024.1.Hs.symbols.gmt	WP_RUBINSTEINTAYBI_SYNDROME_1	1/15	1.680620e-01	2.620321e-01	8.402920e+00	1.498596e+01	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE	1/66	5.556350e-01	6.269811e-01	1.853174e+00	1.089006e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_SENESCENCEASSOCIATED_SECRETORY_PHENOTYPE_SASP	57/112	4.154151e-82	1.642778e-80	1.264198e+02	2.368954e+04	H4C5;H2AZ2;H2BC12;H2BC6;UBC;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;EHMT2;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;UBB;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;UBA52;H3C12;H3C8;H4C1;H2AZ1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	WP_SPINA_BIFIDA	3/12	3.605963e-04	1.802982e-03	3.030123e+01	2.402206e+02	DNMT3B;DNMT3A;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	2/159	5.799248e-01	6.476696e-01	1.283412e+00	6.992760e-01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_TGFBETA_RECEPTOR_SIGNALING	2/55	1.445741e-01	2.386706e-01	3.807635e+00	7.363826e+00	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	2/59	1.615780e-01	2.565198e-01	3.541705e+00	6.455704e+00	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_THERMOGENESIS	3/108	1.449681e-01	2.388679e-01	2.709186e+00	5.232093e+00	ACTB;RPS6;SMARCA4
c2.cp.v2024.1.Hs.symbols.gmt	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING	1/47	4.385339e-01	5.276964e-01	2.614066e+00	2.154822e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS	1/93	6.814785e-01	7.310558e-01	1.309618e+00	5.022261e-01	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING	1/66	5.556350e-01	6.269811e-01	1.853174e+00	1.089006e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_TNFALPHA_SIGNALING	1/92	6.775224e-01	7.277092e-01	1.324029e+00	5.154612e-01	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS	1/18	1.981399e-01	2.946696e-01	6.960875e+00	1.126814e+01	PRMT5
c2.cp.v2024.1.Hs.symbols.gmt	WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS	1/46	4.315842e-01	5.229502e-01	2.671716e+00	2.245023e+00	RPS6
c2.cp.v2024.1.Hs.symbols.gmt	WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS	2/67	1.965331e-01	2.946696e-01	3.107285e+00	5.055318e+00	DNMT3B;DNMT3A
c2.cp.v2024.1.Hs.symbols.gmt	WP_TRANSSULFURATION_PATHWAY	1/10	1.154200e-01	1.992226e-01	1.283025e+01	2.770279e+01	DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1	2/31	5.450426e-02	1.137139e-01	6.917661e+00	2.012677e+01	H3-3B;SMARCA4
c2.cp.v2024.1.Hs.symbols.gmt	WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA	2/34	6.423185e-02	1.287597e-01	6.277713e+00	1.723393e+01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_TYPE_II_INTERFERON_SIGNALING	1/37	3.650616e-01	4.650126e-01	3.332716e+00	3.358342e+00	H4C14
c2.cp.v2024.1.Hs.symbols.gmt	WP_UROTENSINIIMEDIATED_SIGNALING	2/69	2.054192e-01	3.049739e-01	3.014770e+00	4.771484e+00	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_VEGFAVEGFR2_SIGNALING	5/431	6.071267e-01	6.677974e-01	1.040581e+00	5.192684e-01	RPL26;RPL7;CREBBP;RPS6;RPL27
c2.cp.v2024.1.Hs.symbols.gmt	WP_VITAMIN_D_RECEPTOR_PATHWAY	1/185	8.980827e-01	9.222773e-01	6.520911e-01	7.009534e-02	LCE1D
c2.cp.v2024.1.Hs.symbols.gmt	WP_WNTBETACATENIN_SIGNALING_INHIBITORS_IN_CURRENT_AND_PAST_CLINICAL_TRIALS	1/5	5.946830e-02	1.216154e-01	2.709610e+01	7.647364e+01	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_WNTBETACATENIN_SIGNALING_IN_LEUKEMIA	1/26	2.731664e-01	3.802476e-01	4.774245e+00	6.195415e+00	PYGO1
